id,parent_skill,name,description,left_or_right
656,652,Flame Out,"<li>Hits a larger area and has increased <img src=""/images/common/debuff/damage.png""> <span class=""damage"">damage</span>.</li><li>Has a slower attack rate.</li>",right
657,656,Geek Fire,"<li>Creates a <img src=""/images/common/debuff/burn.png""> <span class=""burn"">flaming area</span>. <span class=""explain"">(Once every 6s)</span></li>",left
658,656,Slow Roasted,"<li>Inflicts weak <img src=""/images/common/debuff/burn.png""> <span class=""burn"">burning</span>. <span class=""explain"">(15 dmg/s, 6s)</span></li>",right
659,,Acid Flask,"<strong>[RMB]:</strong> Lobbed projectile: Creates a pool of acid that inflicts cracked armor. <span class=""explain"">(-10 armor, 3s)</span>",none
660,659,Longevity Catalyst,"<li>Acid pool duration doubled. <span class=""explain"">(6s)</span></li>",left
661,660,Chemical Burn,"<li><strong>[RMB],[LMB]:</strong> Hit your acid pool with <strong>[LMB] FIRE FLASK</strong> to create a <img src=""/images/common/debuff/burn.png""> <span class=""burn"">burning</span> area. <span class=""explain"">(35 dmg/s, 6s duration)</span></li>",left
662,660,Inversion Reaction,"<li><strong>[RMB],[E]:</strong> Hit your acid pool with <strong>[E] HEALING WATERS</strong> to create a <img src=""/images/common/buff/invulnerable.png""> <span class=""invulnerable"">debuff immunity</span> area.</li>",right
663,659,A Mean Ole Acid,"<li>Direct hits deal extra <img src=""/images/common/debuff/damage.png""> <span class=""damage"">damage</span>. <span class=""explain"">(+90 damage)</span></li>",right
664,663,Rapid Reaction,"<li>Direct hits deal <img src=""/images/common/debuff/damage.png""> <span class=""damage"">+40 dmg/s</span> the first 3s.</li>",left
665,663,Acid Reflex,"<li>Throw flasks more often. <span class=""explain"">(7s cooldown)</span></li>",right
666,,Chaos Quaff,"<strong>[F],[LMB]:</strong> Lobbed projectile: Polymorphs enemies, locking out skills and slowing them. <span class=""explain"">(2s/4s/6s)</span>",none
667,666,Enthusiasm,"<li>Gain additional <img src=""/images/common/buff/focus.png""> <span class=""focus"">Focus</span> from direct hits with flasks.</li>",left
668,667,Chaos Theory,"<li><strong>[F],[LMB] CHAOS QUAFF</strong> hits a larger area.</li>",left
669,667,Powerful Chemistry,"<li><strong>[F],[LMB]:</strong> Gain +15% basic attack <img src=""/images/common/debuff/damage.png""> <span class=""damage"">damage</span> after using <strong>FOCUS</strong>. <span class=""explain"">(Lasts until you die)</li>",right
670,666,Focused Healing,"<li>+20% <img src=""/images/common/buff/health.png""> <span class=""health"">healing</span> power after using your <strong>FOCUS</strong>. <span class=""explain"">(Lasts until you die)</span></li>",right
671,670,Elusiveness,"<li>After dodging, gain +15 <img src=""/images/common/buff/armor.png""> <span class=""armor"">armor</span> for 3s.</li>",left
672,670,Amity,"<li>Gain <img src=""/images/common/buff/health.png""> <span class=""health"">80 HP/s</span> after each assist or kill. <span class=""explain"">(4s)</span></li>",right
673,,Elastic Ooze,"<strong>[Q]:</strong> Lobbed projectile: Creates a super jump puddle. On hit, pushes and deals damage to foes.",none
674,673,Bounces Off MeÉ,"<li>Allies affected gain +20 <img src=""/images/common/buff/armor.png""> <span class=""armor"">armor</span>. <span class=""explain"">(3s)</span></li>",left
675,674,Super Bounce,"<li>On initial hit, one ally gains <img src=""/images/common/buff/deflect.png""> <span class=""deflect"">deflection</span>. <span class=""explain"">(2s)</span></li>",left
676,674,Absorption Matrix,"<li><strong>[Q],[E]:</strong> Hitting allies in the <strong>[Q] ELASTIC OOZE</strong> puddle with <strong>[E] HEALING WATERS</strong> extends <img src=""/images/common/buff/health.png""> <span class=""health"">heal</span>. <span class=""explain"">(50 HP/s, 10s)</span></li>",right
677,673,ÉSticks To You.,"<li>Enemies affected are <img src=""/images/common/cc/slow.png""> <span class=""slow"">slowed</span>. <span class=""explain"">(-20%, 3s)</span></li>",right
678,677,Perfect Pitch,"<li><strong>[Q],[LMB]:</strong> Hitting a foe in the <strong>[Q] ELASTIC OOZE</strong> puddle with <strong>[LMB] FIRE FLASK</strong> inflicts <img src=""/images/common/debuff/burn.png""> <span class=""burn"">burning</span> aura. <span class=""explain"">(Burns them and nearby foes, 4s)</span></li>",left
679,677,Oozing With Confidence,"<li>On initial hit, now <img src=""/images/common/cc/launch.png""> <span class=""launch"">launches</span>. <span class=""explain"">(Tosses foes farther)</span></li>",right
680,,Healing Waters,<strong>[E]:</strong> Lobbed projectile: Creates a healing area.,none
681,680,Double Dose,"<li><img src=""/images/common/buff/health.png""> <span class=""health"">Healing</span> continues for 10s after leaving the Healing Pool.</li>",left
682,681,Precision Prescription,"<li>Increased <img src=""/images/common/buff/health.png""> <span class=""health"">heal</span> if you hit an ally below 50% heath.</li>",left
683,681,Healthy Glow,"<li>Affected allies also <img src=""/images/common/buff/health.png""> <span class=""health"">heals</span> allies near them.</li>",right
684,680,Only the Purest Ingredients,"<li><img src=""/images/common/buff/cleanse.png""> <span class=""cleanse"">Remove debuff</span> from allies in the hit area.</li>",right
685,684,Persistent Purgative,"<li>Give allies <img src=""/images/common/buff/invulnerable.png""> <span class=""invulnerable"">debuff immunity</span>. <span class=""explain"">(4s)</span></li>",left
686,684,Bitter Medicine,"<li>Enemies hit are <img src=""/images/common/cc/interrupt.png""> <span class=""interrupt"">interrupted</span>.</li>",right
687,,Potent Medicine,"<li><strong>[E]: HEALING WATERS</strong> <img src=""/images/common/buff/health.png""> <span class=""health"">heals</span> for more. <span class=""explain"">(+15%)</span></li><li><strong>DURING CLASH:</strong> Gain <img src=""/images/common/buff/focus.png""> <span class=""focus"">Focus</span> when <strong>[E] HEALING WATERS</strong> affects an ally. <span class=""explain"">(Once per 5s)</span></li>",none
688,,Ooze and Ahhs,"<li><strong>[Q]: ELASTIC OOZE</strong> can be used more often. <span class=""explain"">(-2s cooldown)</span></li><li><strong>DURING CLASH:</strong> -4s cooldown.</li>",none
689,,Chemical Imbalance,"<li><strong>[RMB]: ACID FLASK</strong> debuff duration doubled. <span class=""explain"">(6s)</span></li><li><strong>DURING CLASH:</strong> On hit, nearby allies gain +10% <img src=""/images/common/debuff/damage.png""> <span class=""damage"">damage</span>. <span class=""explain"">(5s)</span></li>",none
690,,Ray of Light,<strong>HOLD [LMB]:</strong> Beam that heals allies.,none
691,690,Succour,"<li><strong>[E],[LMB]:</strong> Each Orb increases <img src=""/images/common/buff/health.png""> <span class=""health"">healing</span> by an additional 20 HP/s.</li>",left
692,691,Righteous Defenses,"<li><strong>[E],[LMB]:</strong> Healing with Orbs gives +15 <img src=""/images/common/buff/armor.png""> <span class=""armor"">armor</span> to targeted allies.</li>",left
693,691,Life Transfer,"<li><img src=""/images/common/buff/health.png""> <span class=""health"">Healing</span> without Orbs is more powerful, but sacrifice health.</li>",right
694,690,Light of Judgment,"<li>While healing, also <img src=""/images/common/debuff/damage.png""> <span class=""damage"">damage</span> one enemy near your allies.</li>",right
695,694,Contrast,"<li>Increases <img src=""/images/common/debuff/damage.png""> <span class=""damage"">crit chance</span> for <strong>[RMB] SMITE</strong>.</li>",left
696,694,Determination,"<li><strong>[E],[LMB]:</strong> With Orbs, gain +15% front <img src=""/images/common/buff/armor.png""> <span class=""armor"">damage reduction</span> when hitting foes.</li>",right
697,,Smite,"<strong>HOLD [RMB]:</strong> Beam that damages enemies. WITH ORBS: also inflicts burning. <span class=""explain"">(3s)</span>",none
698,697,Chain Smiting,"<li>Gain +15% <img src=""/images/common/debuff/damage.png""> <span class=""damage"">damage</span>.</li>",left
699,698,Meltdown,"<li><strong>[E],[RMB]:</strong> With Orbs, inflicts <img src=""/images/common/debuff/crackarmor.png""> <span class=""crackarmor"">cracked armor</span>. <span class=""explain"">(-10 armor, 1s)</span></li>",left
700,698,Purifying Flame,"<li><strong>[E],[RMB]:</strong> With Orbs, allies near your target gain <img src=""/images/common/buff/invulnerable.png""> <span class=""invulnerable"">debuff immunity</span>. <span class=""explain"">(2s)</span></li>",right
701,697,Flameseeker,"<li><strong>[RMB]:</strong> Projectile that passes through foes. <span class=""explain"">(No longer performs beam attack)</span></li><li><strong>[E],[RMB]:</strong> Uses an Orb, hits deal <img src=""/images/common/debuff/damage.png""> <span class=""damage"">damage</span> and inflict <img src=""/images/common/debuff/burn.png""> <span class=""burn"">burning</span>.</li>",right
702,701,Smoldering Judgment,"<li>Upon hitting a burning foe, deals increased <img src=""/images/common/debuff/damage.png""> <span class=""damage>damage</span> and extends <img src=""/images/common/debuff/burn.png""> <span class=""burn"">burn</span>. <span class=""explain"">(3s duration)</span></li>",left
703,701,Eternal Flame,<li>Will not use your final Orb.</li><li>Reduced damage with Orbs by 25%.</li>,right
704,,Sanctum of Faith,"<strong>[F],[LMB]:</strong> Gain 90% damage resistance and +25% healing <span class=""explain"">(4s/6s/8s)</span>",none
705,704,Another's Keeper,"<li>+10% <img src=""/images/common/buff/health.png""> <span class=""health"">healing</span> power.</li><li>Gain <img src=""/images/common/buff/focus.png""> <span class=""focus"">Focus</span> when you buff or heal an ally. <span class=""explain"">(Once per 5s)</span></li>",left
706,705,Focused Healing,"<li><strong>[F],[LMB]:</strong> +20% <img src=""/images/common/buff/health.png""> <span class=""health"">healing</span> power after using your <strong>FOCUS</strong>. <span class=""explain"">(Lasts until you die)</span></li>",left
707,705,Amity,"<li>Gain <img src=""/images/common/buff/health.png""> <span class=""health"">80 HP/s</span> after each assist or kill. <span class=""explain"">(4s)</span></li>",right
708,704,Condemnation,"<li><strong>[RMB]:</strong> Double <img src=""/images/common/debuff/damage.png""> <span class=""damage"">damage</span> bonus for critical hits.</li>",right
709,708,Keen Spirit,"<li><strong>[RMB]:</strong> <img src=""/images/common/debuff/damage.png""> <span class=""damage"">Crit chance</span> increases rapidly when using Orbs.</li>",left
710,708,Focused Might,"<li><strong>[F],[LMB]:</strong> Gain +7% basic attack <img src=""/images/common/debuff/damage.png""> <span class=""damage"">damage</span> when you use <strong>FOCUS</strong>. <span class=""explain"">(Max +14%, lasts until you die)</span></li>",right
711,,Divine Wind,"<strong>[Q]:</strong> Regenerate your health <span class=""explain"">(120 HP over 3s)</span>. WITH ORBS: Uses an Orb.",none
712,711,Keeping the Faith,"<li><strong>[E],[Q]:</strong> With Orbs, reduces cooldown by 5s.</li>",left
713,712,Divine Protection,"<li>Gain 10% front <img src=""/images/common/buff/armor.png""> <span class=""armor"">damage reduction</span>. <span class=""explain"">(3s)</span></li><li><strong>[E],[Q]:</strong>With Orbs, gain +20% front <img src=""/images/common/buff/armor.png""> <span class=""armor"">damage reduction</span>. <span class=""explain"">(3s)</span></li>",left
714,712,Divine Fury,"<li><strong>[Q],[RMB]:</strong> Gain +15% <img src=""/images/common/debuff/damage.png""> <span class=""damage"">damage</span>. <span class=""explain"">(3s)</span></li><li><strong>[E],[Q]:</strong> With Orbs, gain +30% <img src=""/images/common/debuff/damage.png""> <span class=""damage"">damage</span>. <span class=""explain"">(3s)</span></li>",right
715,711,A Foment of Prayer,"<li><strong>[Q],[Q]:</strong> Use all Orbs.</li><li><strong>[E],[Q],[Q]:</strong> With Orbs, gain a <img src=""/images/common/buff/speed.png""> <span class=""speed"">speed boost</span> <span class=""explain"">(3s)</span>.</li><li>Increased <img src=""/images/common/buff/health.png""> <span class=""health"">heal</span> per Orb. <span class=""explain"">(30% speed, +50 HP/s per orb)</span></li>",right
716,715,Cleansing Wind,"<li><strong>[Q],[Q]:</strong> With Orbs, <img src=""/images/common/buff/cleanse.png""> <span class=""cleanse"">lose debuffs</span>.</li>",left
717,715,Holy Gust,"<li><strong>[Q],[Q]:</strong> On use, adjacent enemies are <img src=""/images/common/cc/push.png""> <span class=""push"">pushed</span> away.</li><li>Gives <img src=""/images/common/buff/focus.png""> <span class=""focus"">Focus</span> if an enemy is pushed.</li>",right
718,,Devotion,"<strong>HOLD [E]:</strong> Create Spirit Orbs <span class=""explain"">(Max 3)</span>. Each orb increases healing and damage by 100% for 3s. Orbs cost health to create <span class=""explain"">(400/150/100)</span>.",none
719,718,Resolute Sacrifice,"<li>Your first Orb costs -200 HP. <span class=""explain"">(No longer costs -400 HP)</span></li>",left
720,719,Holy Wrath,"<li>Allies near you gain 100% <img src=""/images/common/debuff/damage.png""> <span class=""damage"">crit chance</span>. <span class=""explain"">(3s)</span></li>",left
721,719,Sanctuary,"<li>Allies near you gain +20 <img src=""/images/common/buff/armor.png""> <span class=""armor"">armor</span>. <span class=""explain"">(3s)</span></li>",right
722,718,Complete Devotion,"<li>Summoning 3 Orbs gives +15% more <img src=""/images/common/buff/health.png""> <span class=""health"">healing</span> and <img src=""/images/common/debuff/damage.png""> <span class=""damage"">damage</span> for 4s.</li>",right
723,722,Divine Renewal,<li>Summoning 3 Orbs reduces <strong>[Q] DIVINE WIND</strong> cooldown by 5s.</li>,left
724,722,Contemplate the Void,"<li>When below 50% health, gain 5% <img src=""/images/common/buff/focus.png""> <span class=""focus"">Focus</span> for each Orb you create.</li>",right
725,,Spiritual Refreshment,<li><strong>[E]: DEVOTION</strong> grants 25 stamina.</li><li><strong>DURING CLASH:</strong> Sacrifice no health for a third Orb.</li>,none
726,,Divine Light,"<li><strong>[Q]: DIVINE WIND</strong> <img src=""/images/common/buff/health.png""> <span class=""health"">heals</span> you for an additional 20 HP/s.</li><li><strong>DURING CLASH:</strong> Additional <img src=""/images/common/buff/health.png""> <span class=""health"">healing</span> on start.</li>",none
727,,Swift Deliverance,"<li><strong>[LMB]: RAY OF LIGHT</strong> grants +15% <img src=""/images/common/buff/speed.png""> <span class=""speed"">movement speed</span> while healing.</li><li><strong>DURING CLASH:</strong> Gain +15 <img src=""/images/common/buff/armor.png""> <span class=""armor"">armor</span> while healing.</li>",none
728,,Gaze of Envy,<strong>HOLD [LMB]:</strong> Drain life and heal yourself.,none
729,728,Greedy Gaze,"<li>Drain more <img src=""/images/common/buff/health.png""> <span class=""health"">health</span>. <span class=""explain"">(+25 HP/s)</span></li>",left
730,729,Survival of the Cruelest,"<li>When your health is below 50%, drain 50% more <img src=""/images/common/buff/health.png""> <span class=""health"">health</span>.</li>",left
731,729,Domineering Glare,"<li>When your health is above 50%, deal more <img src=""/images/common/debuff/damage.png""> <span class=""damage"">damage</span>. <span class=""explain"">(+25% dmg)</span></li>",right
732,728,Withering Gaze,"<li>While attached, inflicts <img src=""/images/common/debuff/weakness.png""> <span class=""weakness"">weakness</span>. <span class=""explain"">(-25% damage, 1s)</span></li>",right
733,732,Sap Strength,"<li><img src=""/images/common/debuff/weakness.png""> <span class=""weakness"">Weakness</span> becomes stronger as you continue to hit the same enemy. <span class=""explain"">(Max -50% damage)</span></li>",left
734,732,Siphon Strength,"<li>Allies near your target gain +15% bsaic attack <img src=""/images/common/debuff/damage.png""> <span class=""damage"">damage</span> for 1s.</li>",right
735,,Words of Spite,"<strong>[RMB]:</strong> Homing projectile that cracks armor. <span class=""explain"">(-10 armor, 3s)</span>",none
736,735,Echo of Spite,<li>Bounces to 2 additional targets.</li>,left
737,736,Word Travels,<li>Travels faster and has increased range.</li>,left
738,736,Cutting Words,"<li>If the enemy has a debuff, causes <img src=""/images/common/debuff/bleed.png""> <span class=""bleed"">bleeding</span>. <span class=""explain"">(50 dmg/s, 3s)</span></li>",right
739,735,Demoralizing Cry,"<li><img src=""/images/common/cc/slow.png""> <span class=""slow"">Slows</span> enemies, grants self <img src=""/images/common/buff/speed.png""> <span class=""speed"">speed boost</span>. <span class=""explain"">(30%, 3s)</span></li><li><span class=""explain"">(Adds +2s to cooldown)</span></li>",right
740,739,Screaming Halt,"<li>If the enemy has a debuff, inflicts <img src=""/images/common/cc/cripple.png""> <span class=""cripple"">cripple</span>. <span class=""explain"">(2s)</span></li>",left
741,739,Feast of Spite,"<li>Gain <img src=""/images/common/buff/health.png""> <span class=""health"">health</span> while you drain speed. <span class=""explain"">(75 HP/s)</span></li>",right
742,,Cursed Soul,"<strong>[F],[LMB]:</strong> Targeted Area: Disables enemies and drains 50 HP/s. Enemies cannot take damage while cursed. <span class=""explain"">(4s/5s/6s)</span>",none
743,742,Tactical Awareness,"<li>+10 back <img src=""/images/common/buff/armor.png""> <span class=""armor"">damage reduction</span>.</li><li>+10% <img src=""/images/common/debuff/damage.png""> <span class=""damage"">damage</span> from behind.</li>",left
744,743,Focused Might,"<li><strong>[F],[LMB]:</strong> Gain +7% basic attack <img src=""/images/common/debuff/damage.png""> <span class=""damage"">damage</span> when you use <strong>FOCUS</strong>. <span class=""explain"">(Max +14%, lasts until you die)</span></li>",left
745,743,Elusiveness,"<li>After dodging, gain +15 <img src=""/images/common/buff/armor.png""> <span class=""armor"">armor</span> for 3s.</li>",right
746,742,Amity,"<li>Gain <img src=""/images/common/buff/health.png""> <span class=""health"">80 HP/s</span> after each assist or kill. <span class=""explain"">(4s)</span></li>",right
747,746,Life Line,"<li>+20% to self <img src=""/images/common/buff/health.png""> <span class=""health"">healing</span>. When out of combat, your health returns faster.</li>",left
748,746,Power Hungry,"<li>Gain 10% <img src=""/images/common/buff/focus.png""> <span class=""focus"">Focus</span> for each kill or assist.</li>",right
749,,Wave of Sorrow,"<strong>[Q]:</strong> Ground based projectile: Knocks up and weakens enemies. <span class=""explain"">(-25% damage, 4s)</span>",none
750,749,Sorrow's Wake,"<li>Enemies near the struck target are knocked up and <img src=""/images/common/debuff/weakness.png""> <span class=""weakness"">weakened</span>.</li>",left
751,750,Savor the Sorrow,"<li>Projectile <img src=""/images/common/buff/health.png""> <span class=""health"">heals</span> 50 HP for each enemy hit.</li>",left
752,750,Compounding Sorrow,"<li><strong>[E],[Q]:</strong> If the enemy is inside <strong>[E] MARK OF DESPAIR</strong>, inflicts <img src=""/images/common/debuff/weakness.png""> <span class=""weakness"">extreme weakness</span>. <span class=""explain"">(-60% damage, 4s)</span></li>",right
753,749,Banishing Sorrow,"<li>Projectile <img src=""/images/common/cc/launch.png""> <span class=""launch"">launches</span> up on hit.</li>",right
754,753,Heightened Sorrow,"<li><strong>[E],[Q]:</strong> Enemies not inside <strong>[E] MARK OF DESPAIR</strong> are <img src=""/images/common/cc/launch.png""> <span class=""launch"">launched</span> away on hit.</li>",left
755,753,Crack and Ruin,"<li>If the enemy has cracked armor, inflicts <img src=""/images/common/debuff/crackarmor.png""> <span class=""crackarmor"">broken armor</span>. <span class=""explain"">(-25 armor, 4s)</span></li>",right
756,,Mark of Despair,"<strong>[E]:</strong> Targeted area <span class=""explain"">(6s)</span>: Slows movement. <span class=""explain"">(-30% movement speed)</span>",none
757,756,Depths of Despair,"<li>Affects a larger area and inflicts <img src=""/images/common/debuff/poison.png""> <span class=""poison"">poison</span>. <span class=""explain"">(-50% healing)</span></li>",left
758,757,Toxic Relationship,"<li>Inflicts <img src=""/images/common/debuff/poison.png""> <span class=""poison"">heavy poison</span>. <span class=""explain"">(-75% healing)</span></li>",left
759,757,Conduit of Despair,"<li>Foes affected give you more <img src=""/images/common/buff/health.png""> <span class=""health"">health</span> from other abilities.</li><li><strong>[LMB] GAZE OF ENVY:</strong> +10 HP, <strong>[RMB] WORDS OF SPITE:</strong> +75HP, <strong>[Q] WAVE OF SORROW:</strong> +50 HP.</li>",right
760,756,Building Anguish,"<li>After 1.5s, deals 200 <img src=""/images/common/debuff/damage.png""> <span class=""damage"">damage</span> and inflicts <img src=""/images/common/debuff/curse.png""> <span class=""curse"">curse</span>. <span class=""explain"">(denies buffs, 2s)</span></li>",right
761,760,Crippling Anguish,"<li>Dealing damage also inflicts <img src=""/images/common/cc/cripple.png""> <span class=""cripple"">cripple</span>. <span class=""explain"">(3s)</span></li>",left
762,760,Revel in Anguish,"<li>Dealing damage grants +15% basic attack <img src=""/images/common/debuff/damage.png""> <span class=""damage"">damage</span> for 3s.</li>",right
763,,Reach of Despair,"<li><strong>[E]: MARK OF DESPAIR</strong> has increased targeting range.</li><li><strong>DURING CLASH:</strong> Hitting a foe gives nearby allies +15% <img src=""/images/common/debuff/damage.png""> <span class=""damage"">damage</span>. <span class=""explain"">(5s)</span></li>",none
764,,Swift Sorrow,"<li><strong>[Q]:WAVE OF SORROW</strong> cooldown reduced to 10s.</li><li><strong>DURING CLASH:</strong> Cooldown set to 1s on hit. <span class=""explain"">(Once every 20s)</span></li>",none
765,,Insult and Injury,"<li><strong>[RMB]: WORDS OF SPITE</strong> debuffs last for 2s longer.</li><li><strong>DURING CLASH:</strong> If a debuffed foe dies, reset all cooldowns.</li>",none
